datastore_id,ts,read_latency_ms,write_latency_ms,iops_read,iops_write,congestion_pct,used_capacity_pct,cache_tier_usage_pct,resync_backlog_gb
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:10:00,1.88,3.94,1035,591,4.58,58.0,41.77,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:10:00,2.08,2.93,1057,819,0,58.0,36.26,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:10:00,2.65,3.15,1093,724,0.26,58.0,33.39,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:12:00,2.46,4.02,1222,537,6.24,55.56,36.14,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:12:00,2.31,3.24,1125,795,2.64,58.0,37.22,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:12:00,2.23,3.74,1208,778,2.44,58.0,41.22,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:12:00,2.02,2.69,1133,636,3.21,58.0,37.27,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:14:00,2.01,2.93,953,537,0,56.25,39.2,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:14:00,1.97,2.74,1275,575,1.14,58.0,37.11,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:14:00,1.95,3.46,1138,792,2.17,58.0,39.84,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:14:00,2.42,2.82,1228,726,1.85,58.0,40.95,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:16:00,2.41,3.94,1122,564,1.13,55.72,39.66,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:16:00,1.76,3.11,1188,752,3.13,58.0,39.35,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:16:00,2.89,2.9,1136,657,3.66,58.0,39.54,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:16:00,1.84,3.39,949,600,2.64,58.0,39.41,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:18:00,2.64,3.16,1110,529,2.91,55.62,38.8,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:18:00,2.32,3.5,1095,795,2.03,58.0,43.22,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:18:00,2.18,3.33,1188,783,0.38,58.0,44.18,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:18:00,2.24,3.29,1138,602,0,58.0,44.6,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:20:00,2.88,3.26,895,664,1.31,55.67,37.41,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:20:00,2.03,2.73,1195,833,2.19,58.0,35.98,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:20:00,2.28,2.9,1119,605,2.75,58.0,41.22,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:20:00,2.09,3.51,1093,835,0,58.0,40.5,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:22:00,1.89,3.44,1080,757,4.29,56.21,39.48,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:22:00,1.94,3.23,1090,873,0,58.0,39.14,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:22:00,2.21,2.95,1129,682,1.2,58.0,37.67,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:22:00,2.46,2.87,1042,757,3.5,58.0,37.6,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:24:00,2.8,3.49,928,700,0.45,56.15,40.26,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:24:00,2.33,2.52,900,807,0.94,58.0,42.83,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:24:00,2.39,3.05,885,727,1.92,58.0,43.86,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:24:00,2.13,3.32,871,626,1.43,58.0,38.6,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:26:00,2.05,3.09,1089,589,3.02,55.9,41.68,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:26:00,2.51,2.82,875,710,1.98,58.0,37.64,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:26:00,2.39,4.17,1451,603,1.58,58.0,36.42,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:26:00,3.2,3.09,1193,690,0,58.0,38.97,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:28:00,2.09,3.4,884,681,1.66,55.81,40.48,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:28:00,2.06,3.12,1026,573,0,58.0,39.52,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:28:00,2.34,3.36,986,718,0.64,58.0,38.26,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:28:00,1.88,3.06,1177,666,0.78,58.0,36.99,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:30:00,2.64,4.08,1064,652,0,55.84,43.79,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:30:00,1.89,3.34,1181,821,4.92,58.0,41.39,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:30:00,2.04,3.0,1071,756,2.72,58.0,41.05,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:30:00,1.55,3.04,1267,636,0.86,58.0,46.32,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:32:00,1.97,3.52,1157,597,0,56.52,41.13,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:32:00,2.35,3.82,1270,547,1.87,58.0,42.8,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:32:00,2.61,3.94,1024,746,2.41,58.0,38.02,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:32:00,2.28,2.7,992,714,2.9,58.0,39.51,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:34:00,1.79,3.2,1041,569,3.27,55.6,42.09,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:34:00,1.46,2.61,1115,927,0,58.0,38.73,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:34:00,2.68,3.07,1230,770,0.96,58.0,41.73,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:34:00,2.54,2.66,1075,630,1.07,58.0,36.49,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:36:00,2.72,2.96,893,664,3.29,56.54,43.5,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:36:00,1.47,3.19,1041,671,0,58.0,38.85,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:36:00,1.8,4.34,1105,641,0,58.0,41.93,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:36:00,2.42,3.82,1140,645,0,58.0,37.62,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:38:00,1.31,2.94,1019,743,1.97,56.33,36.47,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:38:00,1.85,3.43,954,700,3.67,58.0,44.64,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:38:00,2.59,2.84,1038,605,0,58.0,35.17,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:38:00,1.99,3.8,1368,728,1.39,58.0,41.23,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:40:00,1.9,3.18,1256,674,0.79,55.83,38.38,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:40:00,2.28,3.76,1254,947,0.5,58.0,40.06,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:40:00,1.83,4.14,1221,777,2.11,58.0,39.22,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:40:00,1.33,3.86,1182,713,0,58.0,41.72,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:42:00,2.82,2.87,1056,753,3.18,55.91,41.68,0.0
